chName,style,歌入／無,テンポ,説明文,備考
Urban Jazz＆Soul,シャッフル放送,混在,オール,シーンの先端にある次世代ソウル／R＆Bや新世代ジャズをセレクトした新感覚のコンピレーションチャンネル。エレクトリックなサウンドや生音のエッセンスを融合させ、まるで近未来のような「都市」の世界観を演出します。シーンの変化とともにアップデートされていくBGMですので、お洒落でこだわりのあるショップ空間にぜひご利用ください。,時間帯別選曲
Urban Jazz＆Soul （デイ）,シャッフル放送,混在,オール,シーンの先端にある次世代ソウル／R＆Bや新世代ジャズをセレクトした新感覚のコンピレーションチャンネルのデイタイム版。エレクトリックサウンドや生音のエッセンスを融合させ、まるで近未来のような「都市」の世界観を演出します。シーンの傾向とともにアップデートされていくBGMで、アパレルショップはじめこだわりのショップ空間にご利用いただけます。,
Urban Jazz＆Soul （ナイト）,シャッフル放送,混在,オール,シーンの先端にある次世代ソウル／R＆Bや新世代ジャズをセレクトした新感覚のコンピレーションチャンネルのナイト版。エレクトリックサウンドや生音のエッセンスを融合させ、まるで近未来のような「都市」の世界観を演出します。シーンの傾向と共にアップデートされていくBGMで、オシャレなバー等こだわりのショップ空間にご利用いただけます。,
Electro Swing ～パーティータイム～,シャッフル放送,混在,ミドル～アップ,現代のダンスミュージックと古き良きスウィングジャズの要素を組み合わせたElectro Swing（エレクトロ・スウィング）。思わず踊りだしたくなるような軽快なサウンドとスウィング感は、訪れるお客様で賑わう様々な店内空間を明るく楽しく演出します。ちょっぴり感じるレトロな雰囲気も合わせてお楽しみください。,
カフェ・ミュージック,シャッフル放送,入,オール,アーティストの国籍や音楽ジャンルを問わず、お洒落な雰囲気をもつ聴きごこちの良い音楽から、穏やかで爽やかな曲をボーダレスにセレクトしたカフェ・ミュージックです。店内をお洒落でくつろいだ空間に演出したいとき、インテリアだけでなく音楽も重要な役割を果たします。そんなときに使える万能型のカフェのチャンネルになります。ぜひご活用ください。,
カフェ・ミュージック （小鳥の声入）,シャッフル放送,無,オール,くつろぎのカフェタイムに合いそうな、ギターやピアノなどのインストゥルメンタル（歌無し）の楽曲をセレクトして、さらに可愛い小鳥のさえずりをミックスしました。まるで高原や森の中で音楽を聴いているような、優しくて心地の良いBGMです。爽やかな朝を演出する際や、店内をナチュラルに穏やかに演出したいシーンでもぜひご活用ください。,
カフェ・ミュージック・クリスマス,シャッフル放送,混在,オール,お洒落な雰囲気を演出するカフェ・ミュージックなテイストのクリスマス・ソングをセレクト。,
カフェ・ミュージック （スロー～ミドル）,シャッフル放送,混在,スロー～ミドル,アーティストの国籍や音楽ジャンルを問わず、お洒落な雰囲気をもつ聴きごこちの良い音楽からテンポがスローからミドルの楽曲をセレクトしたカフェ・ミュージックです。店内をお洒落でくつろいだ穏やかな空間に演出したいとき、そんなときに使えるカフェのチャンネルになります。ぜひご活用ください。,
カフェ・ミュージック （ミドル～アップ）,シャッフル放送,混在,ミドル～アップ,インディ系のバンドやアーティストによるアコースティック寄りな曲を中心に集めたカフェ系セレクション。「カフェの音楽はまったり」というよりも、もう少し活気のある音楽がほしいというお店のために、テンポ感のある軽やかで快活な曲だけをお届けします。ナチュラルな質感と共に快活さや洒落た雰囲気を求める空間で、ぜひご利用ください。,
カフェ・ミュージック （フェミニン）,シャッフル放送,入,ミドル～アップ,お洒落な雰囲気を演出するカフェ・ミュージックの中からフェミニンな楽曲をお送りします。フレンチやボサノヴァ、ジャズといった定番から、現代シンガー・ソングライターたちのアコースティックなナンバーや最新のインディー・ポップス＆ラウンジまで、心地よく響く美しい歌声とあたたかい空気感のあるサウンドをセレクト。カフェや雑貨店など、フェミニンな空間を演出する際におすすめのチャンネルです。,
カフェ・ミュージック・インスト,シャッフル放送,無,ミドル～アップ,ブラジルのボサノヴァやヨーロッパの映画音楽から、穏やかで爽やかな曲をセレクトしたカフェ・ミュージックです。店内を、カフェのようなお洒落でくつろいだ空間に演出したいとき、インテリアだけでなく音楽も重要な役割を果たします。そんなときに使える万能型のインストゥルメンタル曲のチャンネルになります。ぜひご活用ください。,
cafe music ステーション,シャッフル放送,混在,オール,時間帯に合わせてカフェの1日の流れを演出するステーション・チャンネル。爽やかで心地よい朝のコーヒー・タイム、午後の陽射しをイメージした程よく心が躍るランチ・タイム、フォーキー＆メロウな夕暮れどきから、大人の空間を演出する夜のディナー・タイム、さらに真夜中のひとりカフェ・タイムまで、1日を5つのパートに分けて、世界中の良質な音楽をお届けします。,時間帯別選曲
